Meas_number,date_time,time_datum,measurment_used,who,measuring_agency,stream_flow_cfs,stream_flow_cms,gage_height_ft,gage_height_m,gh_change_ft,meas_duration_hr,meas_rating,control,flow_adjust_code,channel_number,channel_name,meas_type,stream_flow_method,velocity_method,channel_flow_cfs,channel_flow_m3s,channel_width_ft,channel_width_m,channel_area_sqft,channel_area_m2,channel_vel_fts,channel_velocity_ms,channel_stability,channel_material,channel_evenness,long_vel_desc,horz_vel_desc,vert_vel_desc,channel_loc_code,channel_loc_dist_ft
514,4/2/2012 17:49,CDT,Yes,MR,USGS,1230,34.829664,3.44,1.048460835,-0.01,0.5,Good,Unspecifed,NONE,1,Main,BRDS,QADCP,VADCP,1230,34.82939261,153,46.63212435,595,55.27684876,2.06,0.627857361,FIRM,GRVL,EVEN,unkn,EVEN,STND,ATGA,
513,3/22/2012 16:45,CDT,Yes,kmt/jns,USGS,46800,1325.22624,25.92,7.900030479,,,Poor,Unspecifed,NONE,2,hazelgreen overflow,BRDS,QADCP,VADCP,4700,133.087923,112,34.13593417,848,78.78112226,5.55,1.691557452,FIRM,silt,EVEN,unkn,EVEN,STND,ATGA,
513,3/22/2012 16:45,CDT,Yes,kmt/jns,USGS,46800,1325.22624,25.92,7.900030479,,,Poor,Unspecifed,NONE,1,hazelgreen main,BRDS,QADCP,VADCP,42100,1192.127991,515,156.9643401,9200,854.7008547,4.57,1.392868028,FIRM,GRVL,EVEN,unkn,UNEV,STND,ATGA,
512,3/22/2012 11:21,CDT,Yes,kmt/jns,USGS,40900,1158.15712,23.91,7.287412374,,,Poor,Unspecifed,OTHR,2,Hazelgreen Overflow,BRDS,QADCP,VADCP,4090,115.8148096,102,31.0880829,785,72.92827945,5.21,1.587930509,FIRM,silt,EVEN,unkn,EVEN,STND,ATGA,
512,3/22/2012 11:21,CDT,Yes,kmt/jns,USGS,40900,1158.15712,23.91,7.287412374,,,Poor,Unspecifed,OTHR,1,Hazelgreen Main,BRDS,QADCP,VADCP,36800,1042.05012,493,150.2590674,8180,759.9405425,4.5,1.371533069,FIRM,GRVL,EVEN,unkn,UNEV,STND,ATGA,
511,2/13/2012 8:08,CST,Yes,rga,USGS,811,22.9649248,2.9,0.883876867,0,,Fair,DebrisLight,NONE,1,main,BRDS,QADCP,VADCP,811,22.96474586,113,34.44071929,354,32.88740245,2.29,0.69795794,FIRM,GRVL,EVEN,unkn,EVEN,UNSP,ATGA,
510,12/6/2011 8:12,CST,Yes,mr,USGS,470,13.308896,2.35,0.716245047,0,,Good,Clear,NONE,1,Main,WADE,QADCP,VADCP,470,13.3087923,138,42.06034746,221,20.53140097,2.12,0.646144468,FIRM,GRVL,EVEN,unkn,EVEN,UNFM,UPST,100
509,10/6/2011 9:56,CDT,Yes,rga,USGS,138,3.9077184,1.2,0.365742152,0,,Fair,DebrisLight,NONE,1,main,WADE,QADCP,VADCP,138,3.907687951,75.1,22.889363,146,13.56373096,0.94,0.286498019,FIRM,GRVL,EVEN,unkn,EVEN,STND,DNST,200
508,8/1/2011 15:23,CDT,Yes,mr,USGS,147,4.1625696,1.25,0.380981408,0,,Fair,Clear,NONE,1,Main,WADE,QADCP,VADCP,147,4.162537166,86.4,26.33343493,181,16.81531029,0.81,0.246875952,FIRM,BLDR,UNEV,unkn,UNEV,NSTD,DNST,200
507,6/8/2011 15:26,CDT,Yes,ra/aw,USGS,818,23.1631424,3.03,0.923498933,0,0.2,Fair,DebrisLight,NONE,1,main,BRDS,QADCP,VADCP,818,23.16296191,104,31.69765315,337,31.30806392,2.43,0.740627857,FIRM,GRVL,UNEV,unkn,UNSP,UNSP,ATGA,
506,4/26/2011 16:47,CDT,Yes,lb,USGS,68300,1934.03744,29.54,9.003352636,0.18,0.8,Poor,Unspecifed,NONE,2,right relief bridge,BRDS,QADCP,VADCP,9210,260.7956959,127,38.70771106,1290,119.8439242,7.14,2.176165803,FIRM,GRVL,UNEV,unkn,UNEV,NSTD,UNSP,
506,4/26/2011 16:47,CDT,Yes,lb,USGS,68300,1934.03744,29.54,9.003352636,0.18,0.8,Poor,Unspecifed,NONE,1,main,BRDS,QADCP,VADCP,59100,1673.50984,542,165.1935386,11200,1040.505388,5.18,1.578786955,FIRM,GRVL,UNEV,unkn,UNEV,NSTD,ATGA,
505,4/25/2011 15:32,CDT,Yes,lb,USGS,36900,1044.88992,20.86,6.357817738,0.09,0.8,Poor,Unspecifed,NONE,2,relief bridge,BRDS,QADCP,VADCP,1280,36.24522158,85.2,25.96769278,359,33.35191379,3.58,1.091130753,FIRM,GRVL,EVEN,unkn,UNEV,NSTD,ATGA,
505,4/25/2011 15:32,CDT,Yes,lb,USGS,36900,1044.88992,20.86,6.357817738,0.09,0.8,Poor,Unspecifed,NONE,1,main channel,BRDS,QADCP,VADCP,35600,1008.070225,434,132.2767449,7100,659.6060944,5.02,1.530021335,FIRM,GRVL,UNEV,unkn,UNEV,NSTD,ATGA,
504,4/4/2011 17:21,CDT,Yes,mr,USGS,1130,31.997984,3.88,1.182566291,0,,Poor,Unspecifed,NONE,1,Main,BRDS,QADCP,VADCP,1130,31.99773467,160,48.76562024,609,56.57748049,1.87,0.569948187,FIRM,GRVL,UNEV,unkn,UNEV,NSTD,ATGA,
503,3/17/2011 12:44,CDT,Yes,BCR,USGS,3880,109.869184,7.03,2.142639439,0.02,0.5,Fair,Unspecifed,NONE,1,main,BRDS,QADCP,VADCP,3880,109.8683279,231,70.40536422,1340,124.4890375,2.9,0.883876867,FIRM,GRVL,EVEN,unkn,EVEN,UNSP,ATGA,
502,1/31/2011 13:59,CST,Yes,Beam,USGS,204,5.7766272,1.54,0.469369095,,,Good,Clear,NONE,1,main,WADE,QADCP,VADCP,204,5.776582189,124,37.79335568,263,24.43329617,0.78,0.237732399,FIRM,GRVL,EVEN,unkn,EVEN,UNFM,UPST,150
501,12/2/2010 12:03,CST,Yes,KMT,USGS,756,21.4075008,2.83,0.862541908,,,Fair,Clear,NONE,1,main,BRDS,QADCP,VADCP,756,21.40733399,192,58.51874429,579,53.79041249,1.31,0.399268516,FIRM,GRVL,EVEN,unkn,UNEV,UNKN,ATGA,
500,10/4/2010 15:01,CDT,Yes,lb,USGS,288,8.1552384,1.72,0.524230418,0,0.3,Fair,Clear,NONE,1,Imported Channel 1,WADE,QADCP,VADCP,288,8.155174855,109,33.22157879,151,14.02824229,1.91,0.582139592,FIRM,GRVL,EVEN,unkn,UNEV,UNSP,UPST,100
499,8/2/2010 16:58,CDT,Yes,MR,USGS,161,4.5590048,1.3,0.396220664,0,0.2,Fair,Clear,NONE,1,Imported Channel 1,WADE,QSCMM,VADCP,161,4.558969277,76.8,23.40749771,171,15.88628763,0.94,0.286498019,FIRM,GRVL,UNEV,unkn,EVEN,UNSP,DNST,200
498,6/7/2010 8:48,CDT,Yes,RA,USGS,1080,30.582144,3.29,1.002743066,0,0.3,Fair,Unspecifed,NONE,1,Imported Channel 1,BRDS,QADCP,VADCP,1080,30.58190571,156,47.54647973,505,46.91564474,2.14,0.652240171,FIRM,GRVL,EVEN,unkn,UNSP,UNSP,ATGA,
497,4/6/2010 7:52,CDT,Yes,MR,USGS,3170,89.764256,5.88,1.792136544,-0.03,0.5,Fair,Unspecifed,NONE,1,Imported Channel 1,BRDS,QADCP,VADCP,3170,89.76355656,206,62.78573606,1100,102.1924935,2.89,0.880829016,FIRM,GRVL,EVEN,unkn,UNEV,UNSP,ATGA,
496,2/1/2010 10:15,CST,Yes,RA,USGS,1570,44.457376,4.02,1.225236208,,0.2,Fair,Unspecifed,NONE,1,Imported Channel 1,BRDS,QADCP,VADCP,1570,44.45702959,130,39.62206644,488,45.33630621,3.22,0.981408107,FIRM,GRVL,EVEN,unkn,UNSP,UNSP,ATGA,
495,12/14/2009 11:40,CST,Yes,CR/TK,USGS,461,13.0540448,2.28,0.694910088,,,Fair,Clear,NONE,1,Imported Channel 1,WADE,QADCP,VADCP,461,13.05394308,109,33.22157879,25,2.32255667,1.84,0.560804633,FIRM,GRVL,EVEN,unkn,UNEV,UNSP,DNST,250
494,10/19/2009 9:59,CDT,Yes,bcr,USGS,1240,35.112832,3.63,1.106370009,,,Good,DebrisLight,NONE,1,Imported Channel 1,BRDS,QADCP,VADCP,1240,35.1125584,112,34.13593417,402,37.34671126,3.08,0.93873819,FIRM,GRVL,EVEN,unkn,EVEN,UNSP,ATGA,
493,8/10/2009 13:15,CDT,Yes,CR,USGS,188,5.3235584,1.41,0.429747028,,,Fair,Clear,NONE,1,Imported Channel 1,WADE,QADCP,VADCP,188,5.323516919,98.1,29.89942091,134,12.44890375,1.4,0.426699177,FIRM,GRVL,EVEN,unkn,UNEV,UNSP,DNST,200
492,6/8/2009 10:23,CDT,Yes,BB,USGS,513,14.5265184,2.38,0.725388601,-0.01,0.2,Good,DebrisLight,NONE,1,Imported Channel 1,WADE,QADCP,VADCP,513,14.52640521,95.6,29.13745809,222,20.62430323,2.32,0.707101493,FIRM,GRVL,EVEN,unkn,EVEN,UNSP,DNST,200
491,4/13/2009 10:13,CDT,Yes,MR/AG,USGS,1820,51.536576,4.32,1.316671746,0,0.2,Good,Unspecifed,NONE,1,Imported Channel 1,BRDS,QADCP,VADCP,1820,51.53617443,199,60.65224017,812,75.43664065,2.25,0.685766535,FIRM,GRVL,UNEV,unkn,EVEN,UNSP,ATGA,
490,2/9/2009 12:15,CST,Yes,CR,USGS,1230,34.829664,3.64,1.10941786,,,Fair,DebrisLight,NONE,1,Imported Channel 1,BRDS,QADCP,VADCP,1230,34.82939261,159,48.46083511,629,58.43552583,1.96,0.597378848,FIRM,GRVL,EVEN,unkn,UNEV,UNSP,ATGA,
489,12/24/2008 9:51,CST,Yes,bcr,USGS,211,5.9748448,1.61,0.490704054,0,0.5,Poor,IceShore,NONE,1,Imported Channel 1,WADE,QADCP,VADCP,211,5.974798244,75.3,22.95032002,165,15.32887402,1.28,0.390124962,FIRM,GRVL,EVEN,unkn,EVEN,UNSP,DNST,600
488,12/15/2008 10:28,CST,Yes,MR,USGS,185,5.238608,1.52,0.463273392,0,1.1,Fair,DebrisLight,NONE,1,Imported Channel 1,WADE,QADCP,VADCP,185,5.238567181,78.4,23.89515392,172,15.97918989,1.07,0.326120085,FIRM,GRVL,UNEV,unkn,EVEN,UNSP,DNST,150
487,10/20/2008 14:56,CDT,Yes,KB,USGS,197,5.5784096,1.49,0.454129838,0,1.2,Good,Clear,NONE,1,Imported Channel 1,WADE,QSCMM,VADV,197,5.578366133,130,39.62206644,267,24.80490524,0.74,0.225540994,FIRM,GRVL,EVEN,unkn,UNSP,UNSP,UPST,200
486,8/18/2008 11:30,CDT,Yes,CR,USGS,155,4.389104,1.27,0.387077111,0,0.5,Fair,DebrisLight,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,155,4.3890698,78.3,23.8646754,140,13.00631735,1.1,0.335263639,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
485,7/14/2008 9:05,CDT,Yes,RA,USGS,507,14.3566176,2.45,0.74672356,0,0.8,Fair,DebrisModerate,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,507,14.35650573,98,29.8689424,247,22.9468599,2.05,0.624809509,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
484,5/12/2008 9:17,CDT,Yes,MR,USGS,2880,81.552384,5.57,1.697653155,-0.05,1.2,Good,Unspecifed,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,2880,81.55174855,209,63.70009144,1040,96.61835749,2.77,0.8442548,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
483,3/19/2008 19:30,CDT,Yes,ESS/LJL,USGS,90500,2562.6704,34.37,10.4754648,-0.01,0.5,Poor,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,90500,2562.650432,1750,533.3739714,38300,3558.156819,2.36,0.719292899,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
482,3/17/2008 9:15,CDT,Yes,RA,USGS,879,24.8904672,3.34,1.017982322,0,0.8,Fair,DebrisLight,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,879,24.89027325,152,46.32733923,504,46.82274247,1.75,0.533373971,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
481,2/15/2008 16:31,CST,Yes,CR,USGS,1740,49.271232,4.37,1.331911003,0.03,0.8,Fair,Unspecifed,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,1740,49.27084808,172,52.42304176,760,70.60572278,2.29,0.69795794,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
480,12/17/2007 8:53,CST,Yes,RA,USGS,375,10.6188,2.35,0.716245047,0,1,Fair,DebrisModerate,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,375,10.61871726,136,41.4507772,276,25.64102564,1.36,0.414507772,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
479,10/22/2007 9:57,CDT,Yes,mr,USGS,96.7,2.73823456,1.15,0.350502895,0,1.1,Fair,Clear,NONE,1,Imported Channel 1,WADE,QSCMM,VADV,96.7,2.738213224,90.2,27.49161841,165,15.32887402,0.59,0.179823225,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
478,9/4/2007 10:08,CDT,Yes,RA,USGS,138,3.9077184,1.43,0.435842731,0,1.4,Fair,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,138,3.907687951,68,20.7253886,134,12.44890375,1.03,0.31392868,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
477,6/25/2007 12:55,CDT,Yes,CR /RA,USGS,250,7.0792,2.1,0.640048766,0,0.8,Good,DebrisLight,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,250,7.079144839,109,33.22157879,221,20.53140097,1.13,0.344407193,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
476,5/14/2007 11:54,CDT,Yes,JWM/BR,USGS,747,21.1526496,3.18,0.969216702,0,0.5,Fair,DebrisLight,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,747,21.15248478,150,45.71776897,501,46.54403567,1.49,0.454129838,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
475,3/16/2007 15:29,CDT,Yes,pmr/jm,USGS,374,10.5904832,2.26,0.688814386,0,0.5,Good,DebrisLight,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,374,10.59040068,92,28.04023164,210,19.50947603,1.78,0.542517525,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
474,1/26/2007 15:38,CST,Yes,mr,USGS,1890,53.518752,4.62,1.408107284,-0.02,0.5,Good,Unspecifed,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,1890,53.51833499,186,56.69003353,795,73.85730212,1.94,0.591283145,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
473,12/7/2006 9:30,CST,Yes,CR,USGS,1080,30.582144,3.47,1.057604389,0,0.8,Poor,Unspecifed,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,1080,30.58190571,154,46.93690948,585,54.34782609,1.85,0.563852484,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
472,10/5/2006 13:15,CDT,Yes,lb,USGS,47.7,1.35071136,0.83,0.252971655,0,0.8,Fair,DebrisLight,NONE,1,Imported Channel 1,WADE,QSCMM,VADV,47.7,1.350700835,74,22.55409936,85.5,7.943143813,0.56,0.170679671,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
471,8/10/2006 11:55,CDT,Yes,drf,USGS,83.5,2.3644528,1.15,0.350502895,0,0.5,Fair,DebrisLight,NONE,1,Imported Channel 1,WADE,QSCMM,VADV,83.5,2.364434376,94,28.64980189,109,10.12634708,83.5,25.44955806,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
470,6/1/2006 13:15,CDT,Yes,ldb/mr,USGS,339,9.5993952,2.17,0.661383724,0,0.8,Good,DebrisLight,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,339,9.599320402,121,36.8790003,182,16.90821256,1.87,0.569948187,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
469,3/30/2006 14:32,CST,Yes,jm,USGS,332,9.4011776,2.08,0.633953063,0,0.5,Fair,Clear,NONE,1,Imported Channel 1,WADE,QSCMM,VADV,332,9.401104347,124,37.79335568,195,18.11594203,1.7,0.518134715,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
468,2/16/2006 15:25,CST,Yes,jm,USGS,190,5.380192,1.61,0.490704054,0,0.5,Fair,Clear,NONE,1,Imported Channel 1,WADE,QSCMM,VADV,190,5.380150078,112,34.13593417,143,13.28502415,1.33,0.405364218,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
467,12/12/2005 13:40,CST,Yes,lb,USGS,203,5.7483104,1.67,0.508991161,0,0.7,Fair,Clear,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,203,5.74826561,117,35.6598598,139,12.91341509,1.46,0.444986285,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
466,10/13/2005 10:00,CDT,Yes,lb,USGS,106,3.0015808,1.2,0.365742152,0,0.4,Fair,DebrisLight,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,106,3.001557412,75.3,22.95032002,138,12.82051282,0.77,0.234684547,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
465,8/25/2005 10:45,CDT,Yes,lb,USGS,418,11.8364224,2.41,0.734532155,0,0.5,Fair,DebrisModerate,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,418,11.83633017,127,38.70771106,223,20.7172055,1.88,0.572996038,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
464,6/29/2005 15:23,CDT,Yes,ESS,USGS,90.7,2.56833376,1.15,0.350502895,0,0.2,Good,Clear,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,90.7,2.568313748,113,34.44071929,108,10.03344482,0.84,0.256019506,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
463,5/5/2005 12:00,CDT,Yes,ldb/jm,USGS,392,11.1001856,2.22,0.676622981,0,0.6,Fair,DebrisLight,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,392,11.10009911,123,37.48857056,202,18.7662579,1.94,0.591283145,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
462,3/17/2005 8:30,CST,Yes,ldb/jm,USGS,491,13.9035488,2.38,0.725388601,0,0.3,Fair,Clear,NONE,1,Imported Channel 1,BOAT,unspe,unkno,491,13.90344046,134,40.84120695,236,21.92493497,2.08,0.633953063,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
461,1/27/2005 15:21,CST,Yes,ESS,USGS,925,26.19304,3.15,0.960073148,0,0.2,Poor,Clear,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,925,26.19283591,167,50.89911612,544,50.53883315,1.7,0.518134715,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
460,12/2/2004 13:45,CST,Yes,lb,USGS,4050,114.68304,6.5,1.981103322,-0.02,0.5,Fair,DebrisLight,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,4050,114.6821464,236,71.92928985,1260,117.0568562,3.22,0.981408107,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
459,10/4/2004 11:48,CDT,Yes,JM,USGS,55.2,1.56308736,0.89,0.271258763,0,0.5,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,55.2,1.563075181,92,28.04023164,88,8.17539948,0.63,0.19201463,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
458,7/27/2004 14:30,CDT,Yes,ldb/jm,USGS,119,3.3696992,1.34,0.408412069,0,1,Fair,DebrisModerate,NONE,1,Imported Channel 1,WADE,unspe,unkno,119,3.369672944,100,30.47851265,143,13.28502415,0.83,0.252971655,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
457,6/9/2004 12:15,CDT,Yes,lb,USGS,196,5.5500928,1.67,0.508991161,0,1.3,Fair,DebrisModerate,NONE,1,Imported Channel 1,WADE,unspe,unkno,196,5.550049554,128,39.01249619,140,13.00631735,1.4,0.426699177,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
456,4/14/2004 16:00,CDT,Yes,lb,USGS,561,15.8857248,2.58,0.786345626,-0.01,1,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,561,15.88560102,132,40.2316367,276,25.64102564,2.03,0.618713807,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
455,3/18/2004 11:00,CST,Yes,ldb/ss,USGS,980,27.750464,3.2,0.975312405,0,0.5,Fair,Clear,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,980,27.75024777,156,47.54647973,434,40.3195838,2.26,0.688814386,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
454,1/30/2004 9:48,CST,Yes,ESS/PS,USGS,1150,32.56432,3.48,1.06065224,0,0.5,Fair,Clear,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,1150,32.56406626,154,46.93690948,499,46.35823114,2.32,0.707101493,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
453,11/20/2003 14:00,CST,Yes,LB /CR,USGS,9290,263.063072,11.02,3.358732094,-0.21,0.5,Fair,Unspecifed,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,9290,263.0610222,214,65.22401707,2330,216.4622817,4,1.219140506,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
452,10/1/2003 13:56,CDT,Yes,ess,USGS,175,4.95544,1.51,0.460225541,,,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,175,4.955401388,118,35.96464493,152,14.12114456,1.15,0.350502895,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
451,8/25/2003 12:34,CDT,Yes,jwm/ess,USGS,62.2,1.76130496,0.99,0.301737275,0,0.5,Poor,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,62.2,1.761291236,86,26.21152088,84.3,7.831661093,0.74,0.225540994,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
450,7/29/2003 10:25,CDT,Yes,LDB,USGS,97.4,2.75805632,1.21,0.368790003,0,1,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,97.4,2.758034829,80,24.38281012,106,9.847640282,0.92,0.280402316,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
449,6/16/2003 11:33,CDT,Yes,ess/jwm,USGS,1590,45.023712,4.15,1.264858275,0,0.2,Fair,Unspecifed,NONE,1,Imported Channel 1,BOAT,unspe,unkno,1590,45.02336118,184,56.08046327,906,84.16945373,1.76,0.536421823,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
448,5/8/2003 11:11,CDT,Yes,ESS,USGS,642,18.1793856,2.73,0.832063395,-0.01,0.6,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,642,18.17924395,152,46.32733923,349,32.42289112,1.84,0.560804633,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
447,3/18/2003 15:00,CST,Yes,cjr,USGS,559,15.8290912,2.46,0.749771411,0,1.8,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,559,15.82896786,130,39.62206644,256,23.7829803,2.23,0.679670832,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
446,1/16/2003 11:25,CST,Yes,JWM,USGS,286,8.0986048,1.89,0.576043889,0,0.5,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,286,8.098541696,114,34.74550442,175,16.25789669,1.63,0.496799756,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
445,11/20/2002 10:56,CST,Yes,LDB,USGS,160,4.530688,1.35,0.411459921,,,Unspecified,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,160,4.530652697,116,35.35507467,131,12.17019695,1.22,0.371837854,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
444,10/9/2002 11:21,CDT,Yes,ESS,USGS,71.6,2.02748288,1.01,0.307832978,0,0.4,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,71.6,2.027467082,86,26.21152088,93,8.639910814,0.69,0.210301737,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
443,9/4/2002 12:40,CDT,Yes,ESS,USGS,128,3.6245504,1.28,0.390124962,0,0.5,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,128,3.624522158,86,26.21152088,116,10.77666295,1.1,0.335263639,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
442,7/22/2002 15:40,CDT,Yes,LDB,USGS,381,10.7887008,2.06,0.627857361,-0.01,1,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,381,10.78861674,124,37.79335568,210,19.50947603,1.81,0.551661079,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
441,6/6/2002 10:35,CDT,Yes,ESS,USGS,650,18.40592,2.73,0.832063395,0,0.5,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,650,18.40577658,158,48.15604998,353,32.79450019,1.84,0.560804633,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
440,5/9/2002 17:15,CDT,Yes,ESS/GLW,USGS,46400,1313.89952,25.4,7.741542213,,,Poor,,NONE,1,Imported Channel 1,BOAT,unspe,unkno,46400,1313.889282,593,180.73758,9640,895.5778521,4.82,1.46906431,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
439,4/26/2002 10:00,CDT,Yes,ESS,USGS,1700,48.13856,4.19,1.27704968,-0.03,1.1,Fair,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1700,48.13818491,183,55.77567815,746,69.30509104,2.28,0.694910088,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
438,2/13/2002 15:00,CST,Yes,CJR,USGS,720,20.388096,2.89,0.880829016,-0.02,1.5,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,720,20.38793714,148,45.10819872,392,36.41768859,1.84,0.560804633,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
437,1/10/2002 10:45,CST,Yes,LB /MM,USGS,257,7.2774176,1.81,0.551661079,0,0.8,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,257,7.277360895,124,37.79335568,179,16.62950576,1.44,0.438890582,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
436,11/29/2001 11:20,CST,Yes,LB,USGS,297,8.4100896,2.04,0.621761658,-0.01,1,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,297,8.410024069,83,25.2971655,172,15.97918989,1.73,0.527278269,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
435,10/11/2001 12:20,CDT,Yes,JM,USGS,143,4.0493024,1.42,0.43279488,-0.01,0.5,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,143,4.049270848,103,31.39286803,135,12.54180602,1.06,0.323072234,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
434,8/15/2001 11:15,CDT,Yes,SS,USGS,70.3,1.99067104,1.09,0.332215788,0,0.5,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,70.3,1.990655529,50,15.23925632,51.4,4.775176514,1.37,0.417555623,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
