Meas_number,date_time,time_datum,measurment_used,who,measuring_agency,stream_flow_cfs,gage_height_ft,gh_change_ft,meas_duration_hr,meas_rating,control,flow_adjust_code,channel_number,channel_name,meas_type,stream_flow_method,velocity_method,channel_flow_cfs,channel_flow_m3s,channel_width_ft,channel_width_m,channel_area_sqft,channel_area_m2,channel_vel_fts,channel_vel_ms,channel_stability,channel_material,channel_evenness,long_vel_desc,horz_vel_desc,vert_vel_desc,channel_loc_code,channel_loc_dist_ft
654,8/5/2013 12:24,CDT,Yes,BB,USGS,8120,7.64,,,Fair,Unspecifed,NONE,1,main,BRDS,QADCP,VADCP,8120,229.9306244,353,107.5891496,3070,285.2099591,2.65,0.807680585,FIRM,GRVL,EVEN,unkn,UNEV,UNKN,ATGA,
653,6/3/2013 13:02,CDT,Yes,ESS,USGS,22400,14.25,0.03,0.2,Fair,Clear,NONE,1,Main,BRDS,QADCP,VADCP,22400,634.2913776,494,150.5638525,5660,525.8268302,3.97,1.209996952,FIRM,GRVL,EVEN,unkn,EVEN,STND,ATGA,
652,4/1/2013 12:19,CDT,Yes,BB,USGS,6160,6.36,,,Fair,Unspecifed,NONE,1,main,BRDS,QADCP,VADCP,6160,174.4301288,365,111.2465712,2830,262.9134151,2.18,0.664431576,FIRM,GRVL,EVEN,unkn,UNEV,UNKN,ATGA,
651,2/4/2013 12:38,CST,Yes,ESS,USGS,3990,5.12,-0.01,0.2,Good,Clear,NONE,1,Main,BRDS,QADCP,VADCP,3990,112.9831516,347,105.7604389,2310,214.6042363,1.73,0.527278269,FIRM,GRVL,EVEN,unkn,EVEN,STND,ATGA,
650,12/4/2012 13:28,CST,Yes,CJR,USGS,1040,2.66,,,Fair,Clear,NONE,1,1,BRDS,QADCP,VADCP,1040,29.44924253,307,93.56903383,1450,134.7082869,0.72,0.219445291,FIRM,GRVL,EVEN,unkn,UNSP,UNSP,ATGA,
649,10/3/2012 12:44,CDT,Yes,bcr,USGS,708,2.28,,,Fair,Clear,NONE,1,main,WADE,QADCP,VADCP,708,20.04813818,208,63.39530631,337,31.30806392,2.11,0.643096617,FIRM,GRVL,EVEN,unkn,EVEN,STND,DNST,600
648,10/3/2012 12:09,CDT,Yes,bcr,USGS,735,2.28,,,Good,Clear,BYPS,1,main,WADE,QADCP,VADCP,703,19.90655529,171,52.11825663,402,37.34671126,1.75,0.533373971,FIRM,GRVL,EVEN,unkn,EVEN,UNFM,DNST,500
647,8/6/2012 14:57,CDT,Yes,CJR,USGS,475,1.91,,,Fair,Clear,NONE,1,1,WADE,QADCP,VADCP,475,13.45037519,169,51.50868638,311,28.89260498,1.53,0.466321244,FIRM,GRVL,EVEN,unkn,EVEN,STND,DNST,750
646,6/7/2012 10:53,CDT,Yes,bcr,USGS,776,2.35,,,Fair,Clear,NONE,1,main,WADE,QADCP,VADCP,776,21.97366558,181,55.16610789,387,35.95317726,2.01,0.612618104,FIRM,GRVL,EVEN,unkn,EVEN,UNFM,DNST,800
645,4/2/2012 16:24,CDT,Yes,kmt,USGS,3570,4.89,,,Good,Unspecifed,NONE,1,RIFM,BRDS,QADCP,VADCP,3570,101.0901883,328,99.96952149,2120,196.9528056,1.69,0.515086864,FIRM,GRVL,UNEV,unkn,EVEN,STND,ATGA,
644,2/13/2012 12:11,CST,Yes,CJR,USGS,2550,4.19,,,Good,Clear,NONE,1,1,BRDS,QADCP,VADCP,2550,72.20727736,327,99.66473636,2000,185.8045336,1.27,0.387077111,FIRM,GRVL,EVEN,unkn,EVEN,STND,ATGA,
643,12/16/2011 9:31,CST,Yes,bcr,USGS,2590,4.32,,,Fair,Unspecifed,NONE,1,main,BRDS,QADCP,VADCP,2590,73.33994054,329,100.2743066,1930,179.301375,1.34,0.408412069,FIRM,GRVL,EVEN,unkn,EVEN,STND,ATGA,
642,10/6/2011 16:38,CDT,Yes,kmt,USGS,811,2.34,0,,Fair,Clear,NONE,1,main,BRDS,QADCP,VADCP,811,22.96474586,330,100.5790917,1390,129.1341509,0.58,0.176775373,FIRM,GRVL,UNEV,unkn,EVEN,STND,ATGA,
641,8/1/2011 11:03,CDT,Yes,BCR,USGS,981,2.67,,,Fair,Clear,NONE,1,main,WADE,QADCP,VADCP,981,27.77856435,198,60.34745504,391,36.32478632,2.51,0.765010667,FIRM,GRVL,EVEN,unkn,EVEN,UNFM,DNST,700
640,6/6/2011 11:36,CDT,Yes,CJR,USGS,3730,4.93,,,Fair,Clear,NONE,1,1,BRDS,QADCP,VADCP,3730,105.620841,337,102.7125876,2250,209.0301003,1.65,0.502895459,FIRM,GRVL,EVEN,unkn,EVEN,STND,ATGA,
639,4/28/2011 14:07,CDT,Yes,lb,USGS,84700,28.46,-0.02,0.8,Poor,Unspecifed,NONE,1,main,BRDS,QADCP,VADCP,84700,2398.414272,734,223.7122828,14800,1374.953549,5.73,1.746418775,FIRM,GRVL,UNEV,unkn,UNEV,NSTD,ATGA,
638,4/27/2011 12:46,CDT,Yes,BCR/LDB,USGS,60900,23.93,,,Fair,,NONE,1,main,BRDS,QADCP,VADCP,60900,1724.479683,737,224.6266382,11800,1096.246748,5.17,1.575739104,FIRM,GRVL,EVEN,unkn,EVEN,UNSP,ATGA,
637,4/13/2011 15:59,CDT,Yes,KMT,USGS,2740,4.22,,,Fair,Clear,NONE,1,main,BRDS,QADCP,VADCP,2740,77.58742744,314,95.70252972,1790,166.2950576,1.53,0.466321244,FIRM,GRVL,EVEN,unkn,EVEN,STND,ATGA,
636,3/2/2011 13:03,CST,Yes,BCR,USGS,7640,7.2,,,Fair,Unspecifed,NONE,1,main,BRDS,QADCP,VADCP,7640,216.3386663,346,105.4556538,2750,255.4812337,2.78,0.847302652,FIRM,GRVL,EVEN,unkn,EVEN,UNSP,ATGA,
635,1/6/2011 14:10,CST,Yes,CJR,USGS,1970,3.59,,,Fair,Clear,NONE,2,right,BRDS,QADCP,VADCP,151,4.275803483,69.8,21.27400183,157,14.58565589,0.97,0.295641573,FIRM,GRVL,EVEN,unkn,EVEN,STND,ATGA,
635,1/6/2011 14:10,CST,Yes,CJR,USGS,1970,3.59,,,Fair,Clear,NONE,1,left,BRDS,QADCP,VADCP,1820,51.53617443,244,74.36757086,1390,129.1341509,1.31,0.399268516,FIRM,GRVL,EVEN,unkn,EVEN,STND,ATGA,
634,10/1/2010 11:52,CDT,Yes,bb,USGS,1390,3.02,,,Poor,Clear,NONE,2,right side channel,BRDS,QADCP,VADCP,88.7,2.511680589,69.6,21.2130448,167,15.51467856,0.53,0.161536117,FIRM,GRVL,EVEN,unkn,EVEN,UNSP,ATGA,
634,10/1/2010 11:52,CDT,Yes,bb,USGS,1390,3.02,,,Poor,Clear,NONE,1,main channel,BRDS,QADCP,VADCP,1300,36.81155316,247,75.28192624,1290,119.8439242,1.01,0.307832978,FIRM,GRVL,EVEN,unkn,EVEN,UNSP,ATGA,
633,9/8/2010 9:35,CDT,Yes,MR,USGS,1740,3.24,-0.01,0.5,Fair,DebrisLight,NONE,1,Imported Channel 1,BRDS,QSCMM,VADCP,1740,49.27084808,310,94.48338921,1490,138.4243776,3.24,0.98750381,FIRM,GRVL,EVEN,unkn,EVEN,UNSP,ATGA,
632,7/6/2010 12:46,CDT,Yes,bcr,USGS,1000,2.65,0,0.3,Poor,DebrisLight,NONE,1,Imported Channel 1,BRDS,QADCP,VADCP,1000,28.31657936,326,99.35995123,1360,126.3470829,0.73,0.222493142,FIRM,GRVL,EVEN,unkn,EVEN,UNSP,ATGA,
631,7/6/2010 10:05,CDT,Yes,tk/kt,USGS,975,2.66,,,Poor,Clear,NONE,1,Imported Channel 1,BRDS,QADCP,VADCP,975,27.60866487,324,98.75038098,1320,122.6309922,0.74,0.225540994,FIRM,silt,EVEN,unkn,EVEN,UNSP,ATGA,
630,6/15/2010 9:52,CDT,Yes,br,USGS,2380,3.98,,,Fair,Unspecifed,NONE,1,Imported Channel 1,MBOT,QADCP,VADCP,2380,67.39345887,260,79.24413289,871,80.9178744,2.73,0.832063395,FIRM,GRVL,EVEN,unkn,EVEN,UNSP,DNST,300
629,5/3/2010 13:15,CDT,Yes,CR,USGS,2530,4.11,,,Fair,Unspecifed,NONE,1,Imported Channel 1,BRDS,QADCP,VADCP,2530,71.64094577,336,102.4078025,1700,157.9338536,1.49,0.454129838,FIRM,GRVL,EVEN,unkn,EVEN,UNSP,ATGA,
628,3/1/2010 7:55,CST,Yes,tk,USGS,3320,4.67,0,2,Fair,DebrisLight,NONE,1,Imported Channel 1,BRDS,QADCP,VADCP,3320,94.01104347,331,100.8838769,1860,172.7982163,1.78,0.542517525,FIRM,SAND,UNEV,unkn,UNEV,UNSP,ATGA,
627,1/19/2010 14:05,CST,Yes,bcr/ess,USGS,1640,3.29,,,Poor,Unspecifed,NONE,1,Imported Channel 1,BRDS,QADCP,VADCP,1640,46.43919015,342,104.2365133,1390,129.1341509,1.19,0.362694301,FIRM,GRVL,EVEN,unkn,EVEN,UNSP,ATGA,
626,11/2/2009 8:45,CST,Yes,ra/bb,USGS,39500,20.61,0.02,0.8,Fair,Unspecifed,NONE,1,Imported Channel 1,BRDS,QADCP,VADCP,39500,1118.504885,495,150.8686376,8510,790.5982906,4.65,1.417250838,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
625,9/16/2009 13:00,CDT,Yes,bcr,USGS,747,2.46,,,Fair,DebrisLight,NONE,1,Imported Channel 1,WADE,QADCP,VADCP,747,21.15248478,211,64.30966169,397,36.88219993,1.88,0.572996038,FIRM,GRVL,EVEN,unkn,EVEN,UNSP,DNST,700
624,7/6/2009 11:57,CDT,Yes,BBTK,USGS,1380,3.16,,0.7,Good,Unspecifed,NONE,1,Imported Channel 1,BRDS,QADCP,VADCP,1380,39.07687951,279,85.03505029,1400,130.0631735,0.86,0.262115209,FIRM,GRVL,EVEN,unkn,EVEN,UNSP,ATGA,
623,4/15/2009 13:22,CDT,Yes,LB,USGS,5240,5.92,,0.3,Fair,Clear,NONE,1,Imported Channel 1,MBOT,QADCP,VADCP,5240,148.3788758,373,113.6848522,2590,240.6168711,2.03,0.618713807,FIRM,GRVL,EVEN,unkn,UNEV,UNSP,ATGA,
622,3/2/2009 12:42,CST,No,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,
621,1/5/2009 10:54,CST,Yes,bcr,USGS,2390,4.24,0,0,Poor,,NONE,1,Imported Channel 1,BRDS,QADCP,VADCP,2390,67.67662466,293,89.30204206,1690,157.0048309,1.41,0.429747028,FIRM,GRVL,EVEN,unkn,UNSP,UNSP,ATGA,
620,11/3/2008 12:45,CST,Yes,KB,USGS,783,2.6,0,1.2,Poor,Clear,NONE,1,Imported Channel 1,BRDS,QADCP,VADCP,783,22.17188164,285,86.86376105,1270,117.9858789,0.62,0.188966778,FIRM,GRVL,UNEV,unkn,UNSP,UNSP,ATGA,
619,9/8/2008 10:10,CDT,Yes,RA,USGS,5510,6.62,-0.07,0.8,Fair,DebrisLight,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,5510,156.0243523,343,104.5412984,2680,248.9780751,2.06,0.627857361,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
618,6/30/2008 11:40,CDT,Yes,br,USGS,2750,4.62,0.01,0.5,Fair,Unspecifed,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,2750,77.87059323,323,98.44559585,2100,195.0947603,1.31,0.399268516,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
617,5/5/2008 11:45,CDT,Yes,jrm,USGS,3090,4.79,-0.01,1,Fair,Unspecifed,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,3090,87.49823021,313,95.39774459,2110,196.023783,1.47,0.448034136,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
616,3/21/2008 10:30,CDT,Yes,cjr/lb,USGS,118000,32.19,,,Fair,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,118000,3341.356364,761,231.9414813,17500,1625.789669,6.76,2.060347455,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
615,3/20/2008 18:25,CDT,Yes,bll/ jb,USGS,85900,28.23,,,Fair,,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,85900,2432.394167,729,222.1883572,14200,1319.212189,5.85,1.78299299,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
614,3/6/2008 14:25,CST,Yes,JRM,USGS,19000,12.82,0,0.5,Poor,Clear,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,19000,538.0150078,373,113.6848522,4620,429.2084727,4.11,1.25266687,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
613,1/7/2008 13:47,CST,Yes,JRM,USGS,763,2.13,0,0.8,Fair,Clear,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,763,21.60555005,236,71.92928985,908,84.35525827,0.8,0.243828101,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
612,11/15/2007 13:36,CST,Yes,ESS/JWM,USGS,581,1.98,0,0.3,Fair,Clear,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,581,16.45193261,231,70.40536422,885,82.21850613,0.66,0.201158183,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
611,10/1/2007 11:16,CDT,Yes,RA,USGS,692,2.11,-0.02,0.8,Fair,Unspecifed,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,692,19.59507292,227,69.18622371,889,82.5901152,0.78,0.237732399,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
610,8/20/2007 12:11,CDT,Yes,mr,USGS,567,1.94,0.01,1,Good,DebrisLight,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,567,16.0555005,235,71.62450472,467,43.3853586,1.21,0.368790003,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
609,7/11/2007 11:30,CDT,Yes,lb,USGS,1620,3.21,0,0.5,Fair,DebrisLight,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,1620,45.87285856,248,75.58671137,1150,106.8376068,1.4,0.426699177,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
608,5/29/2007 15:25,CDT,Yes,jrm,USGS,1340,2.88,0.01,1,Fair,DebrisLight,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,1340,37.94421634,258,78.63456263,1120,104.0505388,1.2,0.365742152,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
607,4/19/2007 10:30,CDT,Yes,CR,USGS,7110,6.82,-0.01,0.3,Fair,Unspecifed,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,7110,201.3308792,332,101.188662,2420,224.8234857,2.94,0.896068272,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
606,3/8/2007 10:41,CST,Yes,ESS,USGS,1760,3.34,0,0.6,Good,Clear,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,1760,49.83717967,335,102.1030174,1350,125.4180602,1.3,0.396220664,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
605,1/23/2007 11:15,CST,Yes,lb,USGS,6240,6.28,0.01,0.4,Fair,Unspecifed,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,6240,176.6954552,356,108.503505,2300,213.6752137,2.72,0.829015544,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
604,12/13/2006 10:00,CST,Yes,ldb/jm,USGS,4570,5.34,0,0.3,Fair,Clear,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,4570,129.4067677,341,103.9317281,1940,180.2303976,2.35,0.716245047,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
603,11/13/2006 13:20,CST,Yes,MR,USGS,640,2.07,0.01,1.8,Good,Clear,NONE,1,Imported Channel 1,WADE,QSCMM,VADV,640,18.12261079,190,57.90917403,324,30.10033445,1.98,0.60347455,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
602,10/5/2006 12:25,CDT,Yes,jwm,USGS,404,1.65,0,0.4,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,404,11.43989806,206,62.78573606,269,24.99070977,1.5,0.45717769,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
601,8/11/2006 10:00,CDT,Yes,cjr,USGS,479,1.75,,,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,479,13.56364151,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
600,7/14/2006 13:45,CDT,Yes,df,USGS,2940,4.44,-0.05,1,Fair,Clear,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,2940,83.25074331,318,96.92167022,1590,147.7146042,1.85,0.563852484,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
599,6/5/2006 12:37,CDT,Yes,jwm/df,USGS,1060,2.69,-0.02,0.6,Fair,,NONE,1,Imported Channel 1,WADE,QSCMM,VADV,1060,30.01557412,208,63.39530631,499,46.35823114,2.12,0.646144468,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
598,4/21/2006 12:00,CDT,Yes,JM,USGS,805,2.25,0,0.9,Fair,,NONE,1,Imported Channel 1,WADE,QSCMM,VADV,805,22.79484638,208,63.39530631,352,32.70159792,2.28,0.694910088,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
597,3/15/2006 15:41,CST,Yes,ESS,USGS,7210,6.99,0.01,0.5,Fair,Unspecifed,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,7210,204.1625372,332,101.188662,2380,221.107395,3.03,0.923498933,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
596,1/30/2006 12:45,CST,Yes,lb,USGS,2010,3.56,-0.01,0.4,Fair,Clear,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,2010,56.91632451,336,102.4078025,1400,130.0631735,1.44,0.438890582,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
595,12/7/2005 16:00,CST,Yes,CR,USGS,1170,2.78,0,0.7,Fair,Clear,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,1170,33.13039785,234,71.3197196,1050,97.54738016,1.1,0.335263639,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
594,11/9/2005 11:30,CST,Yes,lb,USGS,679,2.28,-0.01,0.3,Fair,DebrisLight,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,679,19.22695738,246,74.97714112,922,85.65589,0.74,0.225540994,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
593,10/6/2005 15:39,CDT,Yes,ESS,USGS,848,2.35,0,0.4,Good,Clear,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,848,24.01245929,226,68.88143859,904,83.9836492,0.94,0.286498019,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
592,8/15/2005 10:50,CDT,Yes,lb,USGS,619,2.04,0.01,0.5,Fair,DebrisLight,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,619,17.52796262,253,77.110637,896,83.24043107,0.69,0.210301737,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
591,6/22/2005 9:27,CDT,Yes,ESS,USGS,750,2.22,0,0.3,Good,Clear,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,750,21.23743452,238,72.5388601,864,80.26755853,0.87,0.26516306,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
590,5/9/2005 14:45,CDT,Yes,JM,USGS,1280,3.04,0,1.7,Fair,Unspecifed,NONE,1,Imported Channel 1,WADE,unspe,unkno,1280,36.24522158,208,63.39530631,502,46.63693794,2.55,0.777202073,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
589,3/22/2005 10:15,CST,Yes,HSH,USGS,1520,3.11,0.01,19,Fair,Clear,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,1520,43.04120062,0,0,0,0,0,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
588,2/7/2005 11:24,CST,Yes,jm,USGS,1960,3.54,0,1.5,Poor,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1960,55.50049554,310,94.48338921,1260,117.0568562,1.56,0.475464797,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
587,1/7/2005 12:54,CST,Yes,ESS/JWM,USGS,32500,18.03,-0.02,0.3,Fair,Unspecifed,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,32500,920.2888291,544,165.8031088,7390,686.5477518,4.4,1.341054557,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
586,11/16/2004 10:14,CST,Yes,jm,USGS,3890,5.02,-0.04,1,Fair,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,3890,110.1514937,320,97.53124048,1730,160.7209216,2.25,0.685766535,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
585,10/12/2004 10:55,CDT,Yes,LB,USGS,540,1.91,0.01,0.8,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,540,15.29095285,235,71.62450472,296,27.49907098,1.83,0.557756781,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
584,9/16/2004 13:30,CDT,Yes,lb,USGS,641,2.06,0,1,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,641,18.15092737,232,70.71014934,343,31.86547752,1.87,0.569948187,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
583,7/19/2004 10:27,CDT,Yes,jm,USGS,806,2.22,0,0.6,Fair,DebrisLight,NONE,1,Imported Channel 1,WADE,unspe,unkno,806,22.82316296,202,61.56659555,360,33.44481605,2.24,0.682718683,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
582,6/21/2004 11:50,CDT,Yes,jm,USGS,996,2.51,0,0.8,Fair,DebrisLight,NONE,1,Imported Channel 1,WADE,unspe,unkno,996,28.20331304,216,65.83358732,468,43.47826087,2.13,0.649192319,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
581,4/27/2004 17:00,CDT,Yes,cr /mm,USGS,23800,14.39,-0.01,0.5,Fair,Unspecifed,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,23800,673.9345887,298,90.82596769,4940,458.9371981,4.81,1.466016458,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
580,2/27/2004 11:45,CST,Yes,cr /ps,USGS,1810,3.36,0,0.5,Fair,Unspecifed,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,1810,51.25300864,285,86.86376105,1670,155.1467856,1.08,0.329167937,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
579,1/14/2004 12:05,CST,Yes,jm,USGS,2530,4.04,-0.01,1.2,Poor,Unspecifed,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2530,71.64094577,305,92.95946358,1350,125.4180602,1.87,0.569948187,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
578,11/21/2003 8:55,CST,Yes,LB /PS,USGS,18400,12.6,0,0.5,Fair,Unspecifed,NONE,1,Imported Channel 1,UNSP,QADCP,VADCP,18400,521.0250602,270,82.29198415,4200,390.1895206,4.38,1.334958854,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
577,10/3/2003 10:35,CDT,Yes,jwm,USGS,695,2.37,0,1,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,695,19.68002265,224,68.27186833,369,34.28093645,1.88,0.572996038,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
576,8/26/2003 8:50,CDT,Yes,ldb,USGS,440,1.98,0,1.3,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,440,12.45929492,230,70.10057909,292,27.12746191,1.51,0.460225541,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
575,7/28/2003 11:20,CDT,Yes,LDB,USGS,546,2.14,0,1.2,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,546,15.46085233,232,70.71014934,322,29.91452991,1.7,0.518134715,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
574,6/18/2003 13:30,CDT,Yes,ldb/ess,USGS,3080,4.56,,,Fair,Unspecifed,NONE,1,Imported Channel 1,BOAT,unspe,unkno,3080,87.21506442,290,88.38768668,1830,170.0111483,1.69,0.515086864,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
573,5/7/2003 15:30,CDT,Yes,ESS/PHR,USGS,10100,8.14,,,Fair,,NONE,1,Imported Channel 1,BOAT,unspe,unkno,10100,285.9974515,357,108.8082902,2340,217.3913043,4.32,1.316671746,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
572,3/20/2003 9:40,CST,Yes,ldb,USGS,3440,4.9,,,Fair,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,3440,97.40903299,332,101.188662,1680,156.0758082,2.05,0.624809509,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
571,1/9/2003 15:35,CST,Yes,JWM,USGS,1820,3.52,0,1,Poor,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1820,51.53617443,313,95.39774459,1210,112.4117428,1.5,0.45717769,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
570,11/18/2002 13:40,CST,Yes,LDB,USGS,643,2.43,0,1.2,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,643,18.20756053,232,70.71014934,311,28.89260498,2.03,0.618713807,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
569,10/8/2002 11:27,CDT,Yes,ess,USGS,508,2.22,0,0.5,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,508,14.38482231,228,69.49100884,278,25.82683017,1.75,0.533373971,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
568,9/10/2002 13:00,CDT,Yes,ESS,USGS,581,2.3,,,Fair,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,581,16.45193261,229,69.79579397,274,25.45522111,2.12,0.646144468,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
567,7/23/2002 14:15,CDT,Yes,LDB,USGS,1100,2.89,0,1.2,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,1100,31.14823729,236,71.92928985,380,35.30286139,2.89,0.880829016,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
566,6/6/2002 13:46,CDT,Yes,LDB/CJR,USGS,2450,4.06,,,Fair,Clear,NONE,1,Imported Channel 1,BOAT,unspe,unkno,2450,69.37561943,267,81.37762877,1650,153.2887402,1.49,0.454129838,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
565,4/17/2002 12:27,CDT,Yes,ldb,USGS,5520,5.62,,,Fair,Unspecifed,NONE,1,Imported Channel 1,BOAT,unspe,unkno,5520,156.3075181,275,83.81590978,2170,201.597919,2.54,0.774154221,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
564,2/28/2002 14:00,CST,Yes,cjr/lb,USGS,1510,2.88,0,1.2,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,1510,42.75803483,236,71.92928985,483,44.87179487,3.13,0.953977446,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
563,1/9/2002 12:40,CST,Yes,LB,USGS,1030,2.34,0,1.2,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,1030,29.16607674,235,71.62450472,390,36.23188406,2.64,0.804632734,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
